label	text_a
1	柏杨耗心力的佳作，只是书的质量一般，盼能改进。
1	看的是电子版，实体书拿到手了，特来评分。
1	thinkpad就是不一样啊。这一款性价比很高。就是只有一个C盘，还得自己分区。麻烦。运行效果都不错啊。~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
0	特价房相当的吵。临近高价桥，晚上吵死拉。不过在背面的房间倒还不错，价格也很有吸引力。就是房间很旧！服务员态度一般，而且还很忙，入住和退房都等了很久，差不多10-30分钟才能搞定。
0	打字的时候，键盘左半边有明显下陷；屏幕两边有漏光；等货的时间有点长，第六天才能自提。
0	有极大的炒作和广告嫌疑！用一句话可以说清楚的，作者一点要用一章来阐述。全书就一个意思：做事要考虑公平。建议不买！
0	E5400质量不错不会装系统的朋友,一定要注意,linux不好弄,尽量买一个带windows
1	早餐很丰富，服务也热情，早上很早退房时，前台值此人员办理手续也非常快．
1	书里的每个故事都很能给人以感动。是否能被触痛的 就因人而异了。里面的故事大多数都是存在的。通过了解别人的经历相信也对自己帮助很大。爱情也是门艺术，看这本书感觉让我更好的了解什么是爱情。本人很喜欢《意林》，记得第一次买是因为高三语文老师推荐的。此后就喜欢上了，距今有3年了，几乎每期都买。当当网 就是我给意林杂志社打电话说想买这本书，然后经他们推荐的。呵呵真心希望 《意林》越办越好!!!
1	这本书和《 好孩子的成功来自妈妈1%的改变》我都买了，非常赞同作者的一些观点，其中感触较深的是：1.对于孩子来说学习成绩并不是最重要的，关键是基本能力的培养，这一点家长一定要有远见。2.教育孩子最好的方法是在生活中学习。3.关于孩子的独立性的培养，其中一些小例子很值得家长借鉴。4.对于孩子既要有充分的自由，也要一些必要的规定，而且一旦制定规矩，就一定不要破例，这点我深有感触。
1	给我升级到“韩式房”，进门脱鞋上炕，炕上只有两个大床垫子，感觉有些简陋。 卫生间座便带冲洗装置，不错！
0	看完了这本书，唯一收获是-----作者告诉你要爱惜自己的身体，可这我早已知道了
0	书不错，可我收到的一套中，第六本有两本，少了第五本，让当当换货，来回扯了好些日子，后来说给我们15元礼品券作为补偿，现在又过去几天了，也没见到当当的答复，也没收到礼品券。还有，我1月15日给朋友的小孩定了一份作为新年礼物，今天都23号了，还没有发出。投诉了，也没有回复。当当真的很垃圾。你要觉得你有理，你就别删！！！
0	一个月内住了四次这酒店，我都认识前台这几个人了，可每次入住时，前台无论男女都低着头冷冰冰的，甚至连你好都没有说，不知他们在干什么。 这是我见过的唯一一家4星酒店，结帐后只说可以了，从不说欢迎下次光临。我曾经观察过10分钟，这这期间结帐的几位，最后一句话都是‘可以了’，而且大多不看着客人，只是整理手上的东西。 另外房间太昏暗，很压抑。
0	稍微重了一些； 钢琴漆顶盖太容易沾指纹； 电源适配器使用一段时间之后比较烫手...
0	可惜不能提供winXP的驱动盘，重装系统还得一个一个找一个一个下！有点麻烦！
0	这是一本捡别人漏沟水的书，非常后悔买了这么一本毫无看头的书，请大家别再上当了！！！！
1	入住感想如下：找不到5星级宾馆的感觉、总体水平最多只能算4星级。虽然房价比中州皇冠便宜100元左右、但所有硬件及软件远不及中州皇冠。
1	酒店的地理位置非常棒,住的高级商务间.感觉房间非常小.门童和服务生都非常热情.还有免费的水果.地毯和装修有些陈旧~
1	因为屏幕是16：9，所以玩游戏或是浏览网页时，字体都超小，看得费劲
0	昨天刚兴奋地写了评论,今天便遇一闹心事,因把此套书推荐给很多朋友,朋友就拖我在网上购,结果前天购了三套,送货倒挺快,可只给了三本1,没有2,为什么一张订单上的货不全还发呢?已发了退货申请,但不知能否退,其实并不想退,只想买全,可打电话询问两次,一次说有货,让再下订单,一次答复说没货,别下订单,这可怎么办呢?我在当当上物多次,还没遇到过这种情况,答复的人说是因为网页更新慢,怎么会这么慢呢?
1	门童好像不错,其他不记得了 晚上睡得还可以
1	我是中国之声“今晚听吧”的听友，听到尹老师做的这一次节目，就立即想购买此书。可是问遍了我们这所有的书店，竟然没有。于是，我只好抱着试一试的态度上当当网看，因为第一次网上购书，也没抱多大希望。今天书来了，感觉很好，当然是指当当的服务、价格、质量，同时挑了几篇看，三个字“太棒了”。今后，我还会在当当购书。
0	操作系统安装太麻烦了，弄到现在还装不上去，有谁会的请指点下，QQ:183915145
1	常常觉得聪明和智慧相比,我更喜欢智慧.担是,看了拉拉之后,我觉得聪明的女子更让人心生怜惜.不可否认,这是一本好书.一年前一个很好的朋友发了我一本电子档的,没有看下去,这次在当当上买了之后,用了两天看完.很吸引人,对于那些向往外企的人来说,是一本不错的指南.对于那些聪明的女子来说,更是一个完美的人生向导适合珍藏及细读的一本书!推荐
1	房间很好，设施也很新，总的来说还是很满意的。周围的很方便，楼下隔壁都有商场。
0	房间一般，真的很一般。没有早餐。还是个办公楼，人很杂。 宾馆反馈 2008年4月25日 ： 房间视个人喜好而定,可能您不喜欢我们的客房类型,关于办公楼,我们大厦办公房间所占比例很小,还不到10%,希望您给予谅解和支持!
1	应该算是阳朔最好的酒店了，在西街头上，距离汽车站又近，地段没的说了。 而且要过一个桥在到酒店里面，闹重取静，也是一大亮点。 不过阳朔毕竟是小地方，酒店房间设施应该达不到四星级的标准。
1	我同时对照统编教材，还有另一本测试题库配合来使用和强化的。因为这本书的测试题是偏向与讲解和总结的。我最喜欢这系列的出题概要，不仅有提示性还有重点标识的知识点。省去了很多自我规划的时间。
1	不是费太多的尽，就把两本书都看完了虽然自己只是个大三的学生，但却从拉拉身上看到了自己的影子。合起书本的时候，感慨人长大后，话越说越累。每句话听到，都要琢磨琢磨它后面的意思，而自己说的每句话，也都必须是慎而又慎的思考后的结论。免责成为了头等大事，纵然已是DB的HR经理，拉拉也还得面对苍凉的现实。无论是第一部还是第二部都没太交代和王伟的最后结局不管怎么样依然期望能是一个happy ending。
1	正品，包装没有开封过。PS：我上次买了个手机，包装都是打开了的。运行速度快，散热好！还送了包包和内存条！把附送的内存条装上运行速度快了很多！
1	1.显示屏没有坏点、没有亮点，在京东买的2台笔记本都是完美屏幕哦 2.键盘很好用，按键挺舒服的，但是空格键有点异样的声音 3.散热：机器散热挺好的，在键盘上面不太感觉到热，但硬盘下面较热 4.光驱：读盘能力强，用来放D版碟都没问题 5.关于屏幕还要说，颜色挺鲜艳的，真的是不错。 6.有摄像头，摄像头还挺清晰的
1	地点不错，从客运站坐TAXI到饭店大约7.5块，柜台小姐先生服务很好！房间更是优，乾净整洁舒服，一晚355的价格，算很划算。不过早餐有点贵！下次去泉州 还会去住。
1	当初看这本书是因为好奇。也是因为自己也是做广告的。希望可以从里面学点什么来。看完后。说实话刚开始没有什么感想。就像我看完了其他任何一本言情小说，玄幻小说一类的。在想想。这书写的太幸运了。对于女主人的幸运。不是所有的人都能和朋友在一个城市里瞎混，更没有一个青梅竹马的朋友能长久的在你身边陪伴。偶尔有他们的电话短信就要痛哭零涕了。
1	酒店位置非常的好，客人每次都要点名入住。 只是不知道为什么每次前台都为了吸烟区和非吸烟区和你捣糨糊，即便你预定时已经强调而且也得到了确认，前台也要试探着给你换成吸烟区做无烟处理，真真被打败了！
1	东西很喜欢，手感不错，送货很快，下单到手上才20个小时不到~~ 散热也不错~~
0	酒店房间很小，成三角形－－卫生间设施陈旧低档 服务态度差：服务员敲门象高利贷索帐，当我向酒店要一床厚被时，拿来的竟然是没有被罩，且粘满头发，令人作呕！后想起索要酒店袋子装东西－－竟然没有！！！后来拿了一个用过的塑料袋！房间邻街而且很冷！向其服务员说明后－－他竟然慢慢的说：＂这不是便宜嘛～＂说的那么自然！１１０一个房间还便宜！房价能打折但是服务一定不能打折！－－下次去郑州一定不会入住该酒店－－以上言论　仅代表个人观点　不针对第三方　我对携程网的服务还是比较满意的
1	很漂亮,外观,性价比感觉 还不错.功能简单,适合出差 外出携带.蓝呀摄象头都有了,满足基本需求.对于不是高要求的你来说,很值得购买.满足一般上网需求.
1	酒店邻近山脚，空气清新，闹市取静之处，清早起床看着窗外真有想去晨跑的感觉。临近香港的SOHO区，附近就有最长的电梯往来中环。尤其夜晚可以取阶漫步而下前往兰桂枋，一路上都是异国情调的各式餐厅及酒巴。喜欢小资的朋友就非常喜欢的了。 缺点是交通不便，其中一次返回酒店时，害得我步行了近半个小时才东问西问回到住处。进出酒店最方便的交通工具是出租。酒店的接待服务没问题。
1	位置非常好，去烟台山、东炮台、张裕葡萄酒博物馆非常近，海边步行街很漂亮，音乐喷泉也不错。 缺点：商务标间（6601）中央空调的风机盘管保温做的不好，导致结露发霉；另外免费提供的拖鞋沾水后极滑!
1	主流配置、CPU频率还略高于其他的； 蓝牙、WIFI、摄像头、读卡器都有了； 外观也很漂亮； 价格却比HP、联想的便宜。
0	之前看到很多评论，说很好兴冲冲买了，看了看感觉非常失望炒作的成分大，实用的少作者吹嘘自己的故事占了这书的小一半感觉就是炒出来的，不建议买网上看看他的博客就好了
1	我订的260的房间，还算不错了，住了两晚。是以前政府的接待宾馆，有点老，但是还算可以的，各方面都差不多，不算差，但也不是很好。我感觉床还是比较舒服的。宾馆周围比较繁华，应该是商业区。
0	语言空洞，情节太离谱，没有感觉到震撼，只觉得这个人太倒霉了，也没有什么可以发掘的内涵，觉得整本书写得精彩点的部分的可能就是序了
0	1、不带正版系统，所以改装xp时，hp售后不帮忙重装体统，花了100块钱找电脑城的商家装，而且商家说这是特工机，那个商家技术部花了3个小时才装上了所有驱动~~ 2、电量用的快，大概也就2-3小时没电
1	我很喜欢傅佩荣的书，叙事风格很是随意。最起码，对于一些深奥的理论不会失去兴趣。也避免了国内为了学术研究和评定职称的故作深奥的书。但是有一点我不喜欢。傅佩荣讲哲学重在思辨、反省、分析。但是一提到有关大陆，便把哲学的眼光丢掉了。要么是笼统的说什么10几亿人怎么怎么样，要么说人多都浮在表面上。呵呵，还是--百川归海，有容乃大大陆有许多好的东西，另外也别把西哲看的太神秘了。但是我喜欢这本书。
0	过了好久才想起来评价，记得离火车站超级近，不过方便的同时必然会觉得比较吵。韩日旅游团住这里的很多，前台服务冷淡。两个人住标准间，只给一张房卡，还很挑衅的看我。气的没心情。 宾馆反馈 2008年7月17日 ： 酒店针对客人提出的问题，现已认真整改，希望每一位入住渤海明珠酒店的您都能高兴入住，满意而归。
0	这次住的是豪华间，在19楼的，是最好的（？）。但是进入后发现：房间只有8-10o平方米，而且是将原来的一个客房分割为两个的。窗是两件共用的，只有一半大，而且这样就没有什么隔音可言了。房间十分的拥挤，简陋。水要放15分钟才会热起来。空调的温度不能自己控制的。非常无理的220元价格！讯问服务员是否都是这样的房间，回答说都是，而且传家商旅的酒店房间都是这样的！不喜欢有套间可以去住呀，那个大！ 结帐时我想换成借记卡来结算，回答说原来的授权没有办法取消，只能用扣款来完成。但是扣下的款不能还给我！说是他们没有办法做帐！传家咋象黑店一样啊！ 罢了，罢了！我原来是想将传家作为我的常住酒店的，谢谢啦！只是上了一晚的当，买了一个明白。还是值得的。 我很开心地将传家从我的常住酒店名单中删除了：）同时我也建议了携程也将这个店从酒店中删除。 补充点评 2007年1月24日 ： 补充一点：这个19楼的床很矮，感觉像睡在地上一样。床也非常旧了。睡上去象是掉进坑里的感觉。
0	有些失望，没有想象中的好。比较适合幼儿园的孩子阅读。但对于小学生不是太好。
1	东西不错，外观设计的好，做工精美，质量可靠，京东的送货速度很快！ 京东的东西质量还是比较放心的，没有多大问题，包装也不错，发货速度赞一个，基本当天都可以发货。东西刚用上，很不错，比想象中要好。
1	我在上大学二年级的时候，英语阅读中有一篇课文就是节选自本书的英文原版。当时读了以后，非常认同作者的观点，并且从那是开始就暗下决心：等我有了孩子，一定要坚持给TA朗读！现在我马上要当妈妈了，所以就买了这本书，希望在宝宝出生之前好好学习一下朗读方面的知识，为今后做好准备。^_^希望更多的爸爸妈妈也能加入给孩子朗读的队伍，一起给宝宝朗读吧！
1	便携，配置主流，做工不错，很有档次的一款本本，一直很喜欢，终于到手了，喜欢。。。。。。而且赠品比较超值，送的内存和硬盘都能应用到本本上，不然自己也要买的，VISTA系统没有传说的那么不好，个别设计还不错，散热很好。
0	酒店不承认此次预定， 与携程交涉7、8次才解决！！ 补充点评 2007年6月20日 ： 明明入住了酒店！ 300多无窗房，勉强3星级别的标准，还不如住如加快捷
1	性价比高,外观好！还是要看看价格 毕竟3400的机器 同样配置的机器早就超出购机预算了 老祖宗说的好 一分钱一分货嘛！ 只要东西皮实 不出现什么大问题 就对得起这个价格！它的外观设计还是非常与众不同，机身中央的镶嵌的logo设计有点小资情调，配合机身润泽的钢琴烤漆，整体外观细腻精巧，让人爱不释手。
1	《贝贝熊系列》是我儿子最喜欢的一套书。没上小学时，他每天晚上睡觉前总要我重重复复地讲前面几集给他听。上小学后，我再买了余下所有的故事，每星期学校要求写读书笔记，他就自己读，学着去理解故事的含义，然后抄下好词好句，写下简单的心得。每星期的读书笔记都得到老师的赞扬，他也从中明白了不少生活中的道理，还常常活学活用，搬来与我讲道理。
0	已经付款2个多星期了，我还没收到书，怎么办？我是不小心点了收货确认的。留言投诉，也都没人理我。。。呜呜～
0	1、机器较沉 2、VISTA用起来不习惯，且占系统较多 3、音频插口、右前侧的二个USB口在用鼠标时感觉手靠得太近了
1	酒店服务不错，本来我订的标间，到了之后我要求换成大床间，酒店爽快的帮我调换了。其他各方面服务也很到位，每天有报纸 水果 咖啡 茶等免费供应。 地理位置离市中心也很近。 价格吗 由于我也没有去别的地方问价格 所以就不加评论。 总体来说这次还是很满意的。
0	1、屏幕反光太历害了，想出镜面屏的人太缺德了。没办法，我找一圈，发现只有thinkpad t系统有款是普屏的，太贵了。
1	佘自强，“广州汤王”，刚从北方来到南方以前还不知道，呵呵这还是买完书才知道的，不愧是名人，看来我的选择是对的，书确实有价值，对于南北的差异身体还有些不适，随着时间推移他的效果才慢慢让我看到了，经得起考验，他将中草药与日常饮食进行融合，和我们的日常生活紧密联系，让我们“健康生活”，也越来越喜欢广州的“靓汤”文化了，呵呵
0	材质一般，模具一般，算不上精致，也不算粗糙，一般般啦。sis芯片，和1g内存都有点耿耿于怀。声卡和调制解调器如果是装XP一代要先打kb888111的补丁，否则怎么也驱动不起来。
1	不知道‘秘密’的作者有没有采访过本书的作者，从时间来看本书作者应该是更早了解了宇宙的秘密：‘万物皆为一物。当你想要某种东西时，整个宇宙会合力助你实现愿望。’初读会以为是一本像‘壹千零一夜’的某个神话寻宝故事，其实书中的故事寓意深刻，非常耐人寻味，对于想了解人生意义和追求自由快乐人生的读者，本书不会让你失望。读罢本书，我有一个冲动，很想立刻去做我想了两年也没做的事。
1	介绍的教育方法非常的有操作性，像施展了魔法一样神奇。原来我的宝宝（4岁半）弹琴的时候很调皮，我很生气，而她也觉得委屈，后来就变得不肯弹琴了。用了这本书教的方法，现在我们两个都很愉快，她的进步也很大。家人看到我们俩写的纸条，笑得几乎走不动路：上面有她的三条办法：把琴扔掉，不弹琴，和乱弹琴。当然在我的引导下，她自己划掉了，只留下我的那条建议：每天弹一次，好好弹！
1	平凡的记录不平凡的费德勒，有过辉煌，有过失落，有欢笑有泪水，相信他的路途依然精彩，胜也精彩，败也精彩，他的完美在于追求完美......过去喜欢，现在喜欢，将来也一直喜欢，这么一个人，创造完美，赢了多少，输了多少，付出多少，收获多少，ROGER 将继续完整他的人生，让他更加美丽，我们将依旧支持，默默注视，看他怎样打出完美比赛，画出完美人生。
1	机器比较轻,2G是2条一G的内存.音箱的音质一般.呵呵.原来是DOS系统,回来后直接装上XP.速度不错..配置比较高.
0	这么一个平庸的作品，怎么炒得这么火爆？汗！职场小说出现了不久，已经被炒死了，在中国什么东西都是一个快字，出现的快，死亡的也快！为什么中国人的羊性这么足，一个是我们的阅读能力被我们的教育完全毁了，很高的学历的人也缺乏起码的阅读能力。另外，中国在2000多年的中央专制统治下，把有个性的人全部杀光了，我们都是缺乏主见的顺民的后代啊！！！！！
1	很好的酒店,很规范植得一住.餐厅一般不应该的,不知道为什么. 宾馆反馈 2008年4月17日 ： 餐厅现已重新装修，用餐环境较以前要好的多。谢谢您的宝贵意见！
1	白色，很漂亮，做工较好，改XP很容易，下个带SATA的asus oem XP，直接安装，没问题，驱动只有无线的不对，上网下载就好
0	买这本书是因为看了大家的评论,但是买回来看了几十页觉得太浅显了,虽然作者有她的道理,但是相信她自己也没有做到里面所有的内容吧...看了什么感觉都没有,也没有吸引我读下去的感觉...大概适合初中生看吧,对阅读质量要求不高的人可以随便翻翻...
0	我们是6/23(一)入住的，我住5楼，房号忘了，我的评价极差 1.当天我们是晚上10点check in，前台服务人手不够，1个服务员，我前面排了两个要入住的客户，我足足等了15~20钟才办理入住手续。 2.房间里居然没有附赠水，不过后来服务员有帮我们拿过来。 3.最糟的是房间的清洁，床单、被单、抱枕，都有留下疑似「月经」或「精液」的东西，前者可以明显看到红色的区块，后者则是一块块不规则的区块，令我们觉得很恶心。 4.唯一ok的是，请服务员来换床单与被单，手脚很快，态度亲切，其实当天已跟服务员抱怨过这个状况，并请服务员与酒店反应，服务员看到一块块的东西后也是一脸尴尬并满口抱歉。 5.长城是4星酒店，我们希望能有4星以上的水准才对。 宾馆反馈 2008年8月11日 ： 尊敬的宾客您好！感谢您选择入住本酒店，在您入住期间所遇到的情况，我们深表歉意，对您所反映的前台人手不足及客房卫生不尽人意的问题，酒店管理层非常重视，已要求相关部门合理调配前台员工工作时间，在客房卫生方面，我们也责令相关部门对布草的洗涤质量严格把关，并加强员工的工作责任心。 最后，感谢您对酒店提出的宝贵意见，我们一定积极改善，以全新的面貌迎接您的再次光临。
0	原著还可以,可译成中文后就只不过是一套一般的书了;不知道为什么那么多人说好,我也是上了这些评论的当才买的.
1	闺蜜总是在半夜三更给我诉苦，说她十分想念某某某，甚至想得废寝忘食，在那个男的对他呵护备至要星星给星星要月亮给月亮的时候她三天两头玩失踪，如今人家有了女朋友她就要死要活了。我说这就是犯贱，这就是得不到了才更加爱。就像米娜姐说的一样：爱的时候,做再多事都不嫌麻烦.不爱的时候,按个手机号码都嫌费力。我决定把这本书借她看看，让她觉悟，让她阴暗的心里面重见阳光。
1	买的第2个epc了，第一个是第一代701，如果想买笔记本请不要购买epc，如果是移动办公、经常出差，epc是最好的选择，华硕的品质，是其他国产贴牌上网本无法比的，物美价廉。
1	性价比较高。 IBM被收购后从贵族机子变成了大众机子，大家都可以过把瘾
1	个人挺喜欢书中主人公们京腔味浓厚的说话方式，更佩服作者的那些经典台词作为休闲读物，绝对可以赞一个！整本书的内容还算是以一种轻松的方式从头至尾的缓缓写来，只是在最后安排了一点小小的意外，男主角的不告而别，当然最终的结局是喜局，可是又总让我觉得有一点点的牵强...可能是我从一开始就挺喜欢男主角，所以个人很希望作者能把这个人物再描写得丰富点，但同时又挺喜欢作者简单勾了的男主角，矛盾啊...
1	轻巧，电池强劲，键盘尺寸够大，打字不吃力，cpu性能够用，WLAN性能不错，摄像头比较垃圾
0	这本书到手后，由于书脊完全断裂，让我很生气，o(︶︿︶)o大大影响了读书心情不知道损坏成这种程度的书怎么会发货给顾客！！！！！
1	外形简约，性能强劲，能够满足多数办公和影音娱乐需求，系统装的也很快，注意网卡的安装与其他驱动程序安装的方法稍有不同，需要注意。
1	儿子回家时，我把书拿出来和他一起找，小家伙很厉害，不起眼的物品我都没找到被他一下就找到了（真的别太低估小孩的能力），这下更来劲了，更兴奋了，吵着要我给他念要找的东西（下个月满四岁，还不识字），吃饭的时候都不舍得放下，看到儿子这么喜欢真开心！其实我自己也很喜欢，晚上等儿子睡着了，我一个人还找了一会呢，但觉得还是和儿子一起玩更甜蜜，头挨在一起，人粘在一起，心也贴在一起。
0	酒店比较偏了，虽然是在东方路上，周围也没什么餐馆可以吃饭的
0	于丹《论语》心得(易中天作序强力推荐)首先我觉得易中天并非真想给于丹的这部书作序，从那篇文章中丝毫感觉不出他对这部书有什么赞叹，仅仅是不好推脱才写的吧，毕竟是同一节目起家的。其次是本书的内容表面上是写论语心得，而内容仅仅是拿论语做引子，讲一些无关痛痒的话，还有不怎么符合主题的小故事穿插其中。有点挂羊头卖狗肉的嫌疑。在做节目的时候于丹发挥的不错，这是她的教授生涯必备的本领吧，能旁征博引，把论语发挥的足够吸引人，但是真正拿到这本书去推敲的话，实在经不起琢磨，大家可以细细品味一下，反正好多的故事我在网上看过，主题意旨大体知道吧，可是于丹同志的论语心得似乎与主题相差甚远。但是有一点是肯定的，她让论语平民化，让更多的人去关注它，这一点与百家讲坛的宗旨是一致的。既然是“心得”，无可厚非，我也不是说非要把论语一句一句的翻译，搞成晦涩的专业论文，这样跟百姓是没法沟通的，所以论语心得浅显易懂，还是贴近大众的，最大的成就可能就在这里吧。教授有时是会忽悠人的，大家批判的接受吧。
1	杜比认证的音箱不错，一直以为本本的音箱很弱，收货后下载了一段变形金刚的高清预告片，效果就本本而言，相当不错了 led的屏幕效果还是不错的，亮度好像均匀一点
1	包容是一种修养一种成熟，这种修养表现出来的不是软弱，相反是力量是魅力是过人的目光与胸怀；是对于人性的深度理解，是对于利益的整体把握，是对于个性的充分尊重，是对于共存原则的贯彻与实施。包容是一种整体观念，是一种高瞻远瞩。试想一个成熟的人，怎会在一个耍无赖的小孩面前耍无赖?试想一个君子在小人的伎俩面前怎会与之计较？书的内容好，值得一读
0	缺点就是电池不够强大,内存少了点,还有就是无线网络的开关有点麻烦.
1	材质很好,重量不重破难关,适合女生用,小巧的. 键盘也很大,6*电池液很耐用
0	通过携程预订了2个单间，结果到了酒店，酒店前台告诉我订的是1个单间和1个标房，强烈交涉后，酒店还是给了我2个单间，但是里面设施极差，一进房门就有浓重的烟味和臭味，电视遥控板是坏的，房间的被子超级薄，不得不把空调开到最大。柜子里塞满了枕头却没有被子，洗手间的下水不畅，洗个澡还堵得地上都是水……唯一值得一提的是早点还不错。 总结如下： 1.房间预订有问题，携程已经跟我预订2个单间，但是到了酒店却变成1单间1标房； 2.该酒店条件太差，根本不符合三星级标准，不建议入住
1	帮朋友订过,大家反映还不错,住宿条件满好的.房价不贵,早餐品种还算丰富,中午自助相当便宜,建议有机会可以去尝尝.下次还是会住的.
0	六心电池装在后面突出一大块影响美观，速度慢机器有点卡，放歌一停顿一停顿，重量比一般的上网本重，触摸板鼠标反应不灵敏，滑的区域太小，
0	房间不干净，设施陈旧。以后不会再住，还是格林豪泰或如家比较好。
0	书太小了 拿到手里很是失望本以为会多么精致~~~真的是适合小孩看啊可很小的孩子的又看不懂还不是大人给小孩子讲所以应该精致一点才好价钱还是不太值啊
0	所有观点都是泛泛而谈，点到即止，没有实际效用．很失望．对任何一个受过教育的女性来说都米啥大作用
0	总体来说酒店真的不怎么样，首先空调是坏的其次窗户漏风，晚上非常冷，睡觉时只能把脑袋一起放进被卧里，这是我住过的最差劲的酒店，如果再有机会去丹东绝对不住这
1	在各大书店都看到过金波老师的名字，但一直没有看过他的故事，这次买了这本书，主要是认为有必要培养孩子丰富的语言表达能力。买回来看了以后，发现大人读也很好，可以回忆自己的童年梦想，而且读诗需要放松心情放平心境，可以让自己焦躁的心平静下来，非常好。决定每天早上都要起来读一首，让自己一天都能心平气和，不要为各种琐事烦躁。
0	很小的一个酒店，在小区里，去马路大约要走2-3分钟，酒店淋浴水比较小，特别不满意的是竟然不能延迟至2点退房，只能到12点半，否则要加收半天房费，在外吃饭或中午要小休一会的朋友要注意了。现在的酒店不延迟退房的还没遇到，这是我遇到的第一家。
0	本来以为是搞笑漫画呢，看网上人气那么旺还一连买了三本！没想到只是像作者的生活小日记似的，写了一些生活中的事情，语言也很一般（可能是翻译的缘故吧），总之个人觉得有点无聊的，呵呵～应该适合小女生看吧～呵呵～（PS：本人18，男性）
1	天府丽都喜来登饭店不错。价格比较实惠。硬件绝对够五星标准了。环境也很好。服务很到位。2007年3月入住了一次。寄存行李的人很友好 位置靠近人民广场，绝对是黄金地段。 就是门口的那条路是单行线，这个要大家注意
1	1. 待机时间长，8小时左右； 2. 重量轻，1.5kg左右，出差带着方便； 3. 这个配置，基本办公，听听音乐，看看电影，够了； 4. 上网的基本设备都有了，摄像头，麦克风，喇叭，有线，无线上网，蓝牙，够用了。
0	听介绍想拿此书弥补英文上的一点翻译陋习，显然粗看了此书后，对于读完高中英语的人们来说，此书内容太浅了，里面的例子的图片貌似都是网上截图的说。另外我买了一大堆书就这本质量有问题，书脊都被压坏了，申请换书居然麻烦到让人发指，可笑的是申请退书居然简单到让人抓狂。静静的等待退书中……
1	一口气看完，感觉sales的生活是如此的跌宕起伏，一张order可以让你平步青云，升到一个很高的位置，也可以让你一下子跌入谷底，以前所作的努力都付诸东流。这其中除了销售技巧和人脉外，还包含着很多运气的成分。好好把握机会。不仅适合做sales的人阅读，对其他的工作职位的人也受益匪浅，尤其对于刚刚步入职场的学生，或许可以对职场有个感性的认识。
1	我觉得这篇小说越写越好了，后面的感觉比前面舒服的多，前面亦舒的味道太多，后面写出来自己的感觉了。厉择良在写意面前应该是很矛盾的心里吧，他的腿其实带给了他很大的自卑，至少在沈写意那是这样的，所以才会有这么多矛盾的行为。当厉择良想从床上起来时，侧眼看到那一边被迫卸下来的假肢，面色一凉，人也闷了下去，这里看的人真难过。要厉择良在写意面前坦然的露出这条腿需要的不是一般的勇气！
0	预留了摄像头的位置，但没有, 键盘缝隙大, 送货地址不到,也没个电话,还得自己打电话更改地址,服务意识有待提高,但是更改地址后送货速度很快
1	东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。东西不错，烤漆面漂亮，机器运行稳定，速度快。
0	这家酒店对携程的客人有价格歧视，所以不建议大家入住。我们是8月8号入住的（当然入住前是通过携程预定的，价格是996元/天），入住当天前台说是498元/天，拉了2000块的信用卡预授权。10号下午7点我们结帐离店时前台接待说要按照996元/天的价格结帐（其间没有任何人通知过我们），理由是这个价格是携程给的，恰好在我们结帐前有客人入住前台给的价格就是498元/天，因为8：02的火车，无奈之下我们按照996元/天结帐走人。我们鄙视这种逻辑关系混乱的前台，你们的房价难道要靠携程来制定么？
0	老酒店,设施都很旧很简单,只住一晚所以将就了;交通倒挺便利的,房间整体感觉有点脏,应该是因为旧的原因.下次再去换另外一家,不想去住了,没什么值得留恋的.网线也没有.
1	其实，非常感谢从来没有见过面的任老师。这本书真的很值得推荐给想考研的学子们！本人也是大学里面的老师，这本书真的很棒！希望更多的人，可以通过自己的努力，实现自己的梦想！
0	重来没碰到过态度如此之恶劣的前台. 星期五晚上我们预定了4间房间,但因临时需增加1间,我们询问前台一位男服务员,他回答我们有1间,但是价格必须按散客价格460入住,我们说我们能按携程再定吗?就算个团队,但是前台告诉我们携程已经不能预定,我们问为什么,这个前台服务员居然不理睬我们,眼睛也不抬起来看我们一眼的说不行,是按规定的.而且自顾自操作我们前面预定的4间,不管我们问了几遍,照样眼睛也不抬起来看我们一眼.(而且从史自终脸一直板着,向欠他钱样的).最后惹火了我们其中几人后居然回答没有房间了,我们退而求其次问加床可以吗,居然说不可以(还没碰到宾馆不能加床的),最后只能大家挤挤住了.如此素质的人怎么能担任前台工作.后面的心情自然不言而喻.而且价格也不便宜,就是普通经济型的旅店,又没什么特色,价格比上海同等还高.要不是预定晚,别的宾馆没房间了,根本不会选择这家. 补充点评 2007年10月21日 ： 另外这个酒店的配套设施简直差到极点,棋牌室居然是3个桌子放在很小的一间房间里面.而且自动麻将桌只有1个,其它设施为零,什么也没有,至于服务态度,酒店解释前台是新来的,但就是传统意义上的招待所也比他强很多!
1	送货快，下单后第二天下午就送到了。应该未被拆过，特意看了下，连个指印也没有。Vista也还好，不觉得比台式机开机时慢很多；送的包包很喜欢，好多小包包，很有趣。
